,Unnamed: 0,year,season,jp_title,en_title,img,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme
1083,29,2024,spring,Sasayaku You ni Koi wo Utau,Whisper Me a Love Song,https://cdn.myanimelist.net/images/anime/1455/141858.jpg,"Whispering You a Love Song, Sasakoi",ささやくように恋を唄う,Whisper Me a Love Song,,,,TV,12,Finished Airing,"Apr 14, 2024 to Dec 29, 2024",Spring 2024,Sundays at 01,"TV Asahi,       NBCUniversal Entertainment Japan,       Yomiuri TV Enterprise,       Contents Seed,       Ichijinsha,       Live Viewing Japan,       Bit grooove promotion,       BS Asahi",Sentai Filmworks,"Yokohama Animation Laboratory,       Cloud Hearts",Manga,"DramaDrama,         Girls LoveGirls Love",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.671 (scored by 1925319,253 users)
      


1
          indicates a weighted score.","#60622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2408,"87,632",781,,SchoolSchool
1084,30,2024,spring,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,The Banished Former Hero Lives as He Pleases,https://cdn.myanimelist.net/images/anime/1158/141710.jpg,DekiSoko,出来損ないと呼ばれた元英雄は、実家から追放されたので好き勝手に生きることにした,The Banished Former Hero Lives as He Pleases,,,,TV,12,Finished Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 02,"MediaNet,       Movic,       KlockWorx,       King Records,       Crunchyroll,       U-NEXT,       TO Books,       Happinet Phantom Studios","None found, add some","Studio Deen,       Marvy Jack",Light novel,"ActionAction,         AdventureAdventure,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"5.211 (scored by 3088230,882 users)
      


1
          indicates a weighted score.","#128942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2508,"81,898",203,,
1085,31,2024,spring,Hibike! Euphonium 3,Sound! Euphonium 3,https://cdn.myanimelist.net/images/anime/1216/142086.jpg,Hibike! Euphonium Third Season,響け！ユーフォニアム3,Sound! Euphonium 3,,,,TV,13,Finished Airing,"Apr 7, 2024 to Jun 30, 2024",Spring 2024,Sundays at 17,"Lantis,       Pony Canyon,       Rakuonsha,       ABC Animation,       Heart Company,       Bandai Namco Music Live","None found, add some",Kyoto Animation,Novel,,"MusicMusic,         Performing ArtsPerforming Arts,         SchoolSchool",,24 min. per ep.,PG-13 - Teens 13 or older,"8.721 (scored by 2974829,748 users)
      


1
          indicates a weighted score.","#532

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2532,"81,091","1,518",DramaDrama,
1086,32,2024,spring,Kenka Dokugaku,Viral Hit,https://cdn.myanimelist.net/images/anime/1594/142521.jpg,"Ssaumdokhak, How to Fight, 싸움독학",喧嘩独学,Viral Hit,,,,TV,12,Finished Airing,"Apr 11, 2024 to Jun 27, 2024",Spring 2024,Thursdays at 00,"Dentsu,       Fuji TV,       GAGA,       Slow Curve,       Fujipacific Music,       BS Fuji,       Crunchyroll,       Line Digital Frontier","None found, add some",Okuruto Noboru,Web manga,,,,22 min. per ep.,PG-13 - Teens 13 or older,"7.341 (scored by 3493234,932 users)
      


1
          indicates a weighted score.","#26152

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2538,"80,637",316,ActionAction,SchoolSchool
1087,33,2024,spring,Shuumatsu Train Doko e Iku?,Train to the End of the World,https://cdn.myanimelist.net/images/anime/1224/137451.jpg,Where Does the Doomsday Train Go?,終末トレインどこへいく？,Train to the End of the World,,,,TV,12,Finished Airing,"Apr 1, 2024 to Jun 24, 2024",Spring 2024,Mondays at 21,"Movic,       AT-X,       flying DOG,       Tokyo MX,       Kadokawa,       DAXEL","None found, add some",EMT Squared,Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.371 (scored by 2915929,159 users)
      


1
          indicates a weighted score.","#25012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2605,"77,089",257,AdventureAdventure,
1088,34,2024,spring,The Fable,,https://cdn.myanimelist.net/images/anime/1254/141155.jpg,,ザ・ファブル,The Fable,,,,TV,25,Finished Airing,"Apr 7, 2024 to Sep 29, 2024",Spring 2024,Sundays at 00,"VAP,       Kodansha,       Nippon Television Network,       Audio Planning U","None found, add some",Tezuka Productions,Manga,"ComedyComedy,         SuspenseSuspense","Adult CastAdult Cast,         Organized CrimeOrganized Crime",SeinenSeinen,22 min. per ep.,R - 17+ (violence & profanity),"8.101 (scored by 2654326,543 users)
      


1
          indicates a weighted score.","#5232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2614,"76,518",554,,
1089,35,2024,spring,"One Room, Hiatari Futsuu, Tenshi-tsuki.","Studio Apartment, Good Lighting, Angel Included",https://cdn.myanimelist.net/images/anime/1833/141321.jpg,,ワンルーム、日当たり普通、天使つき。,"Studio Apartment, Good Lighting, Angel Included",,,,TV,12,Finished Airing,"Apr 6, 2024 to Jun 22, 2024",Spring 2024,Saturdays at 22,"Square Enix,       Nippon Columbia,       Nikkatsu,       Kansai Telecasting,       arma bianca,       Bushiroad Move","None found, add some",Okuruto Noboru,Manga,"ComedyComedy,         RomanceRomance,         SupernaturalSupernatural","HaremHarem,         MythologyMythology,         SchoolSchool",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.031 (scored by 3036030,360 users)
      


1
          indicates a weighted score.","#42592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2637,"75,451",359,,
1090,36,2024,spring,Blue Archive the Animation,,https://cdn.myanimelist.net/images/anime/1739/140995.jpg,,ブルーアーカイブ The Animation,,,,,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 23,"Shochiku,       Nexon,       Studio Mausu,       Bushiroad,       JR East Marketing & Communications,       RAY,       INCS toenter,       Yostar","None found, add some","Yostar Pictures,       Studio CANDY BOX",Game,"ActionAction,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.041 (scored by 2333823,338 users)
      


1
          indicates a weighted score.","#42012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2856,"66,134","1,091",,SchoolSchool
1091,37,2024,spring,Henjin no Salad Bowl,A Salad Bowl of Eccentrics,https://cdn.myanimelist.net/images/anime/1861/141482.jpg,"Salad Bowl of Eccentrics, Hensara",変人のサラダボウル,A Salad Bowl of Eccentrics,,,,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 01,"Pierrot,       TBS,       CBC Television,       KlockWorx,       Hakuhodo DY Music & Pictures,       Universal Music Japan,       BS11,       Jinnan Studio,       Nichion","None found, add some","SynergySP,       Studio Comet",Light novel,"ComedyComedy,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.281 (scored by 2698326,983 users)
      


1
          indicates a weighted score.","#29432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2913,"63,616",161,,Urban FantasyUrban Fantasy
1092,38,2024,spring,Shinigami Bocchan to Kuro Maid 3rd Season,The Duke of Death and His Maid Season 3,https://cdn.myanimelist.net/images/anime/1988/142714.jpg,,死神坊ちゃんと黒メイド 第3期,The Duke of Death and His Maid Season 3,,,,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 22,"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       NBCUniversal Entertainment Japan,       BS11,       Shogakukan,       Yomiuri TV Enterprise,       Bandai Spirits","None found, add some",J.C.Staff,Web manga,"ComedyComedy,         FantasyFantasy,         RomanceRomance","Love Status QuoLove Status Quo,         Urban FantasyUrban Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"8.141 (scored by 2187021,870 users)
      


1
          indicates a weighted score.","#4662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3047,"58,655",246,,
1093,39,2024,spring,Seiyuu Radio no Uraomote,The Many Sides of Voice Actor Radio,https://cdn.myanimelist.net/images/anime/1253/141796.jpg,The Two Sides of Voice Actor Radio,声優ラジオのウラオモテ,The Many Sides of Voice Actor Radio,,,,TV,12,Finished Airing,"Apr 10, 2024 to Jun 26, 2024",Spring 2024,Wednesdays at 21,"Movic,       AT-X,       Nippon Columbia,       KlockWorx,       Studio Mausu,       BS NTV,       Kadokawa,       Happinet Phantom Studios,       Studio Tenjin,       REAL-T","None found, add some",Connect,Light novel,"ComedyComedy,         DramaDrama","SchoolSchool,         ShowbizShowbiz",,23 min. per ep.,PG-13 - Teens 13 or older,"6.961 (scored by 1852018,520 users)
      


1
          indicates a weighted score.","#45592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3192,"53,468",170,,
1094,40,2024,spring,Karasu wa Aruji wo Erabanai,Yatagarasu: The Raven Does Not Choose Its Master,https://cdn.myanimelist.net/images/anime/1084/142685.jpg,The Crow Does Not Choose the Lord,烏は主を選ばない,Yatagarasu,,,,TV,20,Finished Airing,"Apr 6, 2024 to Sep 21, 2024",Spring 2024,Saturdays at 23,"NHK,       NHK Enterprises","None found, add some",Pierrot,Novel,"DramaDrama,         FantasyFantasy","HistoricalHistorical,         MythologyMythology",,25 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 1475614,756 users)
      


1
          indicates a weighted score.","#5782

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3368,"48,192",433,,
1095,41,2024,spring,Vampire Dormitory,,https://cdn.myanimelist.net/images/anime/1375/141863.jpg,"Vampire Danshiryou, A Vampire Lives in the Dormitory",ヴァンパイア男子寮,Vampire Dormitory,,,,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 23,"Dentsu,       Kodansha,       Avex Pictures,       Crunchyroll","None found, add some",Studio Blanc.,Manga,"RomanceRomance,         SupernaturalSupernatural","CrossdressingCrossdressing,         Love PolygonLove Polygon,         VampireVampire",ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"6.201 (scored by 1582915,829 users)
      


1
          indicates a weighted score.","#88612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3433,"46,836",237,,
1096,42,2024,spring,Boukyaku Battery (TV),Oblivion Battery,https://cdn.myanimelist.net/images/anime/1372/142242.jpg,,忘却バッテリー,Oblivion Battery,,,,TV,12,Finished Airing,"Apr 10, 2024 to Jul 3, 2024",Spring 2024,Wednesdays at 00,"Kadokawa,       dugout","None found, add some",MAPPA,Manga,"ComedyComedy,         SportsSports","SchoolSchool,         Team SportsTeam Sports",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.511 (scored by 1597215,972 users)
      


1
          indicates a weighted score.","#19292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3657,"41,871",244,,
1097,43,2024,spring,"Tadaima, Okaeri",,https://cdn.myanimelist.net/images/anime/1272/139785.jpg,,ただいま、おかえり,"Tadaima, Okaeri",,,,TV,12,Finished Airing,"Apr 9, 2024 to Jun 25, 2024",Spring 2024,Tuesdays at 00,"Sony Pictures Entertainment,       Animax,       Movic,       Nippon Columbia,       Nikkatsu,       Crunchyroll,       Culture Entertainment,       Bit grooove promotion,       Fusion Product","None found, add some",Studio Deen,Manga,"Boys LoveBoys Love,         Slice of LifeSlice of Life",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.751 (scored by 1357213,572 users)
      


1
          indicates a weighted score.","#11492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3781,"39,426",349,,ChildcareChildcare
1098,44,2024,spring,Astro Note,,https://cdn.myanimelist.net/images/anime/1372/141859.jpg,,アストロノオト,Astro Note,,,,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 22,"Lantis,       Shochiku,       Movic,       Tokyo MX,       Crunchyroll,       BS Asahi,       Bandai Namco Music Live,       Tokyu Agency","None found, add some",Telecom Animation Film,Original,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,"6.561 (scored by 1081510,815 users)
      


1
          indicates a weighted score.","#67102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4214,"31,179",59,,
1099,45,2024,spring,Tonari no Youkai-san,Tonari no Yokai-san,https://cdn.myanimelist.net/images/anime/1058/141559.jpg,,となりの妖怪さん,Tonari no Yokai-san,,,,TV,13,Finished Airing,"Apr 7, 2024 to Jun 30, 2024",Spring 2024,Sundays at 02,"ABC Animation,       East Press","None found, add some",LIDENFILMS,Web manga,"DramaDrama,         FantasyFantasy","MythologyMythology,         Urban FantasyUrban Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.291 (scored by 72947,294 users)
      


1
          indicates a weighted score.","#28802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4843,"23,025",72,,
1100,46,2024,spring,Highspeed Etoile,,https://cdn.myanimelist.net/images/anime/1719/143307.jpg,,HIGHSPEED Étoile（ハイスピードエトワール）,Highspeed Etoile,,,,TV,12,Finished Airing,"Apr 6, 2024 to Jun 22, 2024",Spring 2024,Saturdays at 01,"Mainichi Broadcasting System,       Good Smile Company,       King Records,       Yostar,       First Call Music","None found, add some",Studio A-CAT,Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.151 (scored by 44504,450 users)
      


1
          indicates a weighted score.","#91112

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5422,"17,369",98,,RacingRacing
1101,47,2024,spring,Touken Ranbu Kai: Kyoden Moyuru Honnouji,Touken Ranbu Kai Kyoden,https://cdn.myanimelist.net/images/anime/1941/142048.jpg,,刀剣乱舞 廻 -虚伝 燃ゆる本能寺-,Touken Ranbu Kai Kyoden,,,,TV,8,Finished Airing,"Apr 2, 2024 to May 21, 2024",Spring 2024,Tuesdays at 23,"Marvelous Entertainment,       Rakuonsha,       Nitroplus,       TOHO animation,       EXNOA","None found, add some",domerica,Other,"ActionAction,         FantasyFantasy","AnthropomorphicAnthropomorphic,         HistoricalHistorical,         SamuraiSamurai",,24 min. per ep.,PG-13 - Teens 13 or older,"6.111 (scored by 20672,067 users)
      


1
          indicates a weighted score.","#93622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5989,"13,384",45,,
1102,48,2024,spring,Ooi! Tonbo,Tonbo!,https://cdn.myanimelist.net/images/anime/1313/142672.jpg,"Hey! Tonbo, Oi! Tonbo",オーイ！とんぼ,Tonbo!,,,,TV,13,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 10,"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO,       Shogakukan Music & Digital Entertainment,       Shogakukan,       BS TV Tokyo,       Techno Sound,       Happinet Phantom Studios,       Golf Digest Sha,       TV Tokyo Direct","None found, add some",OLM,Manga,"DramaDrama,         SportsSports",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.101 (scored by 46774,677 users)
      


1
          indicates a weighted score.","#39032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6055,"12,987",40,,
1103,49,2024,spring,The iDOLM@STER Shiny Colors,,https://cdn.myanimelist.net/images/anime/1274/140769.jpg,,アイドルマスター シャイニーカラーズ,The iDOLM@STER Shiny Colors,,,,TV,12,Finished Airing,"Apr 6, 2024 to Jun 22, 2024",Spring 2024,Saturdays at 01,Bandai Namco Entertainment,"None found, add some",Polygon Pictures,Game,,"Idols (Female)Idols (Female),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"6.091 (scored by 23252,325 users)
      


1
          indicates a weighted score.","#94542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6769,"9,948",54,Slice of LifeSlice of Life,
1104,50,2024,spring,Rinkai!,,https://cdn.myanimelist.net/images/anime/1387/141515.jpg,,リンカイ!,,,,,TV,12,Finished Airing,"Apr 9, 2024 to Jun 25, 2024",Spring 2024,Tuesdays at 23,"Lantis,       Shochiku,       BS Fuji,       Tokyo MX,       U-NEXT,       Bandai Namco Music Live,       Mixi,       Maruga Factory","None found, add some",TMS Entertainment,Mixed media,,"Adult CastAdult Cast,         RacingRacing",,23 min. per ep.,PG-13 - Teens 13 or older,"5.661 (scored by 21022,102 users)
      


1
          indicates a weighted score.","#115662

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6932,"9,387",36,SportsSports,
1105,51,2024,spring,Nijiyon Animation 2,,https://cdn.myanimelist.net/images/anime/1023/140587.jpg,,にじよん あにめーしょん2,Nijiyon Animation 2,,,,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 21,"Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,4-koma manga,,"CGDCTCGDCT,         Idols (Female)Idols (Female)",,3 min. per ep.,PG-13 - Teens 13 or older,"6.841 (scored by 26992,699 users)
      


1
          indicates a weighted score.","#51562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8071,"6,412",9,ComedyComedy,
1106,52,2024,spring,Himitsu no AiPri,,https://cdn.myanimelist.net/images/anime/1816/141521.jpg,,ひみつのアイプリ,,,,,TV,Unknown,Currently Airing,"Apr 7, 2024 to ?",Spring 2024,Sundays at 10,"None found, add some","None found, add some","OLM,       Dongwoo A&E",Game,,"Idols (Female)Idols (Female),         MusicMusic",,23 min.,PG - Children,"6.201 (scored by 388388 users)
      


1
          indicates a weighted score.","#88492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10333,"3,159",19,,
1107,53,2024,spring,Shadowverse Flame: Arc-hen,,https://cdn.myanimelist.net/images/anime/1826/140574.jpg,,シャドウバースFLAME アーク編,,,,,TV,23,Finished Airing,"Apr 13, 2024 to Sep 28, 2024",Spring 2024,Saturdays at 09,TV Tokyo,"None found, add some",Zexcs,Card game,,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.651 (scored by 501501 users)
      


1
          indicates a weighted score.","#62072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11245,"2,431",10,FantasyFantasy,Strategy GameStrategy Game
1108,54,2024,spring,Shibuya♡Hachi,,https://cdn.myanimelist.net/images/anime/1084/142078.jpg,,SHIBUYA♡HACHI,,,,,TV,13,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 07,"TV Tokyo,       King Records","None found, add some",Nippon Animation,Other,,,,2 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15724,662,0,ComedyComedy,
1109,55,2024,spring,Nyaaaanvy,,https://cdn.myanimelist.net/images/anime/1857/143301.jpg,,ニャンビー,,,,,TV,6,Finished Airing,"May 25, 2024 to Jun 29, 2024",Spring 2024,Saturdays at 07,"None found, add some","None found, add some","Shin-Ei Animation,       Lesprit",Game,,,,3 min. per ep.,G - All Ages,"5.691 (scored by 164164 users)
      


1
          indicates a weighted score.","#114202

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17105,490,0,ComedyComedy,
1110,56,2024,spring,YouTuNya 2nd Season,,https://cdn.myanimelist.net/images/anime/1651/142452.jpg,,ユーチューニャー 第2期,,,,,TV,12,Finished Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 07,"None found, add some","None found, add some",Lesprit,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#161052

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18381,390,2,ComedyComedy,
1111,57,2024,spring,Ageo to Tim,,https://cdn.myanimelist.net/images/anime/1397/142454.jpg,,あげおとティム,,,,,TV,12,Finished Airing,"Apr 2, 2024 to Jun 18, 2024",Spring 2024,Tuesdays at 07,Shogakukan Music & Digital Entertainment,"None found, add some",Shogakukan-Shueisha Productions,Web manga,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#191082

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19559,307,0,ComedyComedy,AnthropomorphicAnthropomorphic
1112,58,2024,spring,Oshiri Tantei 8th Season,,https://cdn.myanimelist.net/images/anime/1779/142515.jpg,Butt Detective,おしりたんてい,,,,,TV,15,Finished Airing,"Apr 6, 2024 to Nov 16, 2024",Spring 2024,Saturdays at 09,"None found, add some","None found, add some",Toei Animation,Picture book,"ComedyComedy,         FantasyFantasy,         MysteryMystery",,,20 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#183972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#22005,174,0,,DetectiveDetective
1113,59,2024,spring,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Derby Conquest""",,https://cdn.myanimelist.net/images/anime/1984/146043.jpg,Uma no Tsume 3rd Season,鷹の爪外伝「秘密厩舎 馬の蹄 ダービーコンクエスト」,,,,,TV,4,Finished Airing,"May 2, 2024 to May 23, 2024",Spring 2024,Thursdays at Unknown,"None found, add some","None found, add some",DLE,Original,"ComedyComedy,         SportsSports",,,2 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#146832

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#24885,95,1,,
1114,60,2024,spring,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,OP,ONE PIECE,One Piece,,,,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168281,416,828 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,492,012","234,241",,
1115,61,2024,spring,Dungeon Meshi,Delicious in Dungeon,https://cdn.myanimelist.net/images/anime/1711/142478.jpg,Dungeon Food,ダンジョン飯,Delicious in Dungeon,,,,TV,24,Finished Airing,"Jan 4, 2024 to Jun 13, 2024",Winter 2024,Thursdays at 22,"Ultra Super Pictures,       Good Smile Company,       Tencent Japan,       Kadokawa","None found, add some",Trigger,Manga,"AdventureAdventure,         ComedyComedy,         FantasyFantasy,         GourmetGourmet",,SeinenSeinen,25 min. per ep.,R - 17+ (violence & profanity),"8.611 (scored by 217419217,419 users)
      


1
          indicates a weighted score.","#962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#541,"446,989","8,841",,
1116,62,2024,spring,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,471","15,311",,DetectiveDetective
1117,63,2024,spring,Tsuki ga Michibiku Isekai Douchuu 2nd Season,Tsukimichi -Moonlit Fantasy- Season 2,https://cdn.myanimelist.net/images/anime/1794/142621.jpg,,月が導く異世界道中 第二幕,Tsukimichi -Moonlit Fantasy- Season 2,,,,TV,25,Finished Airing,"Jan 8, 2024 to Jun 24, 2024",Winter 2024,Mondays at 23,"Mainichi Broadcasting System,       Nippon Television Network,       Tokyo MX,       Medicos Entertainment,       DMM.com,       A-Sketch,       BS NTV,       AQUA ARIS,       NetEase,       CTW,       AlphaPolis","None found, add some",J.C.Staff,Light novel,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.841 (scored by 125359125,359 users)
      


1
          indicates a weighted score.","#9432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#912,"282,797","2,224",,IsekaiIsekai
1118,64,2024,spring,Ninja Kamui,,https://cdn.myanimelist.net/images/anime/1142/141351.jpg,,,,,,,TV,13,Finished Airing,"Feb 11, 2024 to May 5, 2024",Winter 2024,Sundays at 08,Sola Entertainment,"None found, add some",E&H Production,Original,"ActionAction,         Sci-FiSci-Fi","Adult CastAdult Cast,         GoreGore,         Super PowerSuper Power",,23 min. per ep.,R - 17+ (violence & profanity),"6.661 (scored by 6794367,943 users)
      


1
          indicates a weighted score.","#61522

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1409,"178,636","1,082",,
1119,65,2024,spring,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",,SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",,SchoolSchool
1120,66,2024,spring,Urusei Yatsura (2022) 2nd Season,,https://cdn.myanimelist.net/images/anime/1517/140830.jpg,Urusei Yatsura Season 2,うる星やつら第2期,,,,,TV,23,Finished Airing,"Jan 12, 2024 to Jun 21, 2024",Winter 2024,Fridays at 00,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Fuji TV,       Shogakukan,       Fuji Creative",Sentai Filmworks,David Production,Manga,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,ShounenShounen,22 min. per ep.,PG-13 - Teens 13 or older,"7.851 (scored by 1558015,580 users)
      


1
          indicates a weighted score.","#9372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3289,"50,789",225,,
1121,67,2024,spring,Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,https://cdn.myanimelist.net/images/anime/1716/137279.jpg,,キャプテン翼シーズン2 ジュニアユース編,Captain Tsubasa,,,,TV,39,Finished Airing,"Oct 1, 2023 to Jun 30, 2024",Fall 2023,Sundays at 17,"TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,Studio Kai,Manga,,,ShounenShounen,22 min. per ep.,G - All Ages,"7.421 (scored by 58005,800 users)
      


1
          indicates a weighted score.","#22882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5705,"15,226",108,SportsSports,Team SportsTeam Sports
